ID,Country,Region,City,Chinese Name
5722,Malaysia,Sabah,Sandakan,山打根
5723,New Zealand,Southland,Bluff,布拉夫
5724,New Zealand,Southland,Gore,哥爾
5725,Indonesia,North Sulawesi,Bitung,比通
5726,Canada,Quebec,Laval,拉瓦爾
5727,Saudi Arabia,Najran Region,Najran,Not Found
5728,New Zealand,Southland,Riverton,里弗頓
5729,Ghana,Central Region,Cape Coast,開普科斯特
5730,Greenland,-,-,
5731,-,-,-,
5732,Cape Verde,-,-,
5733,China,Inner Mongolia,Dayangshu,Not Found
5734,Spain,Galicia,Santiago de Compostela,聖地牙哥康波斯特拉
5735,New Zealand,Southland,Mataura,馬陶拉
5736,Japan,Kagawa Prefecture,Higashi-Kagawa,Not Found
5737,Japan,Kagawa Prefecture,Sanuki,讚岐平原
5738,Japan,Kagawa Prefecture,Sakaide,坂出
5739,Japan,Kagawa Prefecture,Marugame,丸龜
5740,Brunei,-,-,
5741,Saudi Arabia,Eastern Province,Saihat,Not Found
5742,Pakistan,Punjab,Bhawana,巴瓦納
5743,Algeria,Ghardaia,Daïa Ben Dahoua ضاية بن ضحوة,Not Found
5744,Spain,Canary Islands,San Cristóbal de La Laguna,Not Found
5745,New Zealand,Otago,Dunedin,丹尼丁
5746,Mexico,Nuevo León,Apodaca,Not Found
5747,Mexico,Nuevo León,San Nicolás de los Garza,Not Found
5748,Mexico,Nuevo León,Santa Catarina,Not Found
5749,Mexico,Nuevo León,Guadalupe,瓜達魯佩
5750,Mexico,Nuevo León,San Pedro Garza García,Not Found
5751,Japan,Tokyo,Taito,Not Found
5752,Japan,Tokyo,Chiyoda,千代田
5753,Mexico,Nuevo León,Benito Juárez,貝尼托華雷茲
5754,Mexico,Nuevo León,General Escobedo,Not Found
5755,Côte d'Ivoire,Abidjan,Abidjan,阿必尚
5756,India,Odisha,Bhubaneswar,布巴內斯瓦
5757,Morocco,-,-,
5758,Japan,Tokyo,Akishima,昭島
5759,Honduras,Cortés,Choloma,卓洛馬
5760,-,-,-,
5761,Mexico,South Lower California,San Jose Del Cabo,聖荷西卡波
5762,-,-,-,
5763,Japan,Gunma,Fujioka,藤岡
5764,Japan,Gunma,Tomioka,富岡
5765,-,-,-,
5766,Japan,Gunma,Midori,Not Found
5767,Japan,Gunma,Shibukawa,Not Found
5768,Japan,Gunma,Kiryu,桐生
5769,Japan,Gunma,Takasaki,高崎
5770,Japan,Gunma,Numata,沼田
5771,Japan,Gunma,Ota,太田
5772,Japan,Gunma,Isesaki,伊勢崎
5773,-,-,-,
5774,Guatemala,Quetzaltenango,Quetzaltenango (Xela),Not Found
5775,El Salvador,Departamento de Santa Ana,Santa Ana,聖安納
5776,China,Qinghai,Dawu,Not Found
5777,Japan,Ibaraki,Ryugasaki,Not Found
5778,Spain,Andalusia,Marbella,馬貝雅
5779,Portugal,-,-,
5780,Syria,Rif Dimashq,Damascus,達馬士革
5781,Azerbaijan,Sumqayıt İnzibati Ərazisi,Sumgayit,Not Found
5782,The Bahamas,-,-,
5783,The Bahamas,-,-,
5784,Paraguay,Itapúa,Coronel Bogado,波加多
5785,Turkmenistan,Daşoguz,Görogly,Not Found
5786,Japan,Tochigi,Nasushiobara,Not Found
5787,Japan,Tochigi,Tochigi,栃木
5788,Japan,Tochigi,Utsunomiya,宇都宮
5789,Japan,Tochigi,Yaita,矢板
5790,Japan,Tochigi,Sakura,佐倉
5791,Japan,Tochigi,Ashikaga,足利
5792,Japan,Tochigi,Mooka,真岡
5793,Japan,Tochigi,Shimotsuke,Not Found
5794,Japan,Tochigi,Ōtawara,大田原
5795,Japan,Tochigi,Sano,佐野
5796,Japan,Tochigi,Oyama,小山
5797,Trinidad and Tobago,-,-,
5798,Japan,Tokyo,Chuo,Not Found
5799,Japan,Tokyo,Arakawa,Not Found
5800,Japan,Tokyo,Ota,太田
5801,Japan,Tokyo,Adachi,Not Found
5802,-,-,-,
5803,Japan,Tokyo,Minato,Not Found
5804,Japan,Tokyo,Setagaya,Not Found
5805,Japan,Tokyo,Shinagawa,Not Found
5806,Italy,Apulia,Foggia,福賈
5807,Canada,Quebec,Mont-Joli,蒙若利
5808,India,Maharashtra,Jalgaon,加爾岡
5809,Pakistan,Sindh,Hyderabad,海得拉巴德
5810,Russian Federation,Orenburg Oblast,Ясный,Not Found
5811,Mexico,Tamaulipas,Río Bravo,里約布拉沃城
5812,Kenya,Kiambu,Thika,Not Found
5813,Canada,British Columbia,Dawson Creek,道生克里克
5814,-,-,-,
5815,India,Punjab,Patiala,帕提亞拉
5816,-,-,-,
5817,Republic of China (Taiwan),Taipei City,Taipei City,Not Found
5818,Angola,Luanda,Sassalemba,Not Found
5819,Angola,Luanda,Panguila,Not Found
5820,-,-,-,
5821,Angola,Bengo,Barra do Dande,Not Found
5822,Angola,Bengo,Tentativa,Not Found
5823,Canada,Quebec,Drummondville,德藍蒙維
5824,Ethiopia,Oromia,Dilela,Not Found
5825,India,Uttar Pradesh,Jhansi,占夕
5826,Côte d'Ivoire,Bas-Sassandra,Méagui,Not Found
5827,Morocco,-,-,
5828,Côte d'Ivoire,Lacs,Kotobi,Not Found
5829,Iran,Fars,Hajiabad,Not Found
5830,Zambia,Copperbelt Province,Kitwe,基推
5831,Russian Federation,North Ossetia–Alania,Vladikavkaz,Not Found
5832,Mexico,Veracruz,Coatzacoalcos,科亞查科亞柯斯
5833,Congo-Kinshasa,Kongo-Central,Tshela,策拉
5834,Libya,Misrata,Zliten,Not Found
5835,Venezuela,Carabobo,Valencia,瓦倫西亞
5836,Canada,Saskatchewan,Melfort,美爾福
5837,Canada,British Columbia,Coquitlam,高貴林
5838,-,-,-,
5839,-,-,-,
5840,Venezuela,Trujillo,Valera,瓦列拉
5841,Iran,Fars,Juyom,Not Found
5842,Iran,Fars,Banaruiyeh,Not Found
5843,-,-,-,
5844,India,Uttar Pradesh,Kanpur,坎浦
5845,India,Uttar Pradesh,Unnao,溫瑙
5846,India,Maharashtra,Nanded-Waghala,Not Found
5847,Venezuela,Falcón,Santa Cruz de los Taques,Not Found
5848,Côte d'Ivoire,Montagnes,Mahapleu,Not Found
5849,Côte d'Ivoire,Montagnes,Bloléquin,Not Found
5850,Venezuela,Trujillo,Trujillo,楚希約
5851,Zimbabwe,Matabeleland North,Hwange,宛基(萬蓋)
5852,Japan,Yamagata,Yonezawa,米澤
5853,Indonesia,Central Java,Sukoharjo,Not Found
5854,The Netherlands,North Brabant,Tilburg,提爾堡
5855,India,Uttar Pradesh,Moradabad,摩拉達巴德
5856,India,Uttarakhand,Haridwār,哈里德瓦(哈德瓦)
5857,Japan,Ibaraki,Hitachi,日立
5858,Argentina,Buenos Aires,Moreno,摩雷諾
5859,Argentina,Buenos Aires,Trujui,Not Found
5860,Yemen,Hadhramaut,Madinat Al Mukalla,Not Found
5861,Canada,Manitoba,Steinbach,斯坦巴赫
5862,-,-,-,
5863,Mexico,Jalisco,Jalostitlán,Not Found
5864,Mexico,Sinaloa,Topolobampo,Not Found
5865,Botswana,Kweneng District,Mmopane,Not Found
5866,Philippines,Negros Occidental,Talisay,Not Found
5867,Argentina,Buenos Aires,Florencio Varela,Not Found
5868,Spain,Galicia,A Coruña,科魯涅(科倫納)
5869,-,-,-,
5870,Saudi Arabia,Tabuk Region,Tabuk,塔布克
5871,Saudi Arabia,Al-Qassim Region,Buraydah,布來代
5872,Saudi Arabia,Makkah Region,At Taif,塔伊夫
5873,-,-,-,
5874,Sri Lanka,North Central,Galkulama,Not Found
5875,Sri Lanka,North Western Province,Wariyapola,Not Found
5876,Sri Lanka,North Western Province,Dampelessa NWP,Not Found
5877,Sri Lanka,North Western Province,Kalugamuwa,Not Found
5878,-,-,-,
5879,Sri Lanka,North Western Province,Alawwa,Not Found
5880,-,-,-,
5881,-,-,-,
5882,-,-,-,
5883,-,-,-,
5884,Uzbekistan,Surxondaryo Province,Jarqurgon,Not Found
5885,Panama,-,-,
5886,Russian Federation,Chelyabinsk Oblast,Magnitogorsk,鋼城(馬克尼土哥斯克)
5887,Romania,Dolj,Calafat,卡拉法特
5888,Japan,Fukuoka Prefecture,Fukutsu,Not Found
5889,Indonesia,Papua,Timika,Not Found
5890,-,-,-,
5891,-,-,-,
5892,India,Tamil Nadu,Madurai,馬都來(馬杜拉)
5893,Indonesia,South Sulawesi,Pare-Pare,Not Found
5894,Republic of China (Taiwan),-,-,
5895,Guatemala,Izabal,Santo Tomas De Castilla,Not Found
5896,Venezuela,Portuguesa,Guanare,瓜納雷
5897,Venezuela,Estado Aragua,La Victoria,維多利亞港(卡沙多港)
5898,Canada,Manitoba,Brandon,布蘭敦
5899,Canada,Manitoba,Portage la Prairie,波提吉普雷里
5900,Latvia,Vidzeme,Jūrmala,猶爾馬拉
5901,-,-,-,
5902,Cuba,Pinar del Rio,San Juan y Martínez,Not Found
5903,United States of America,California,Madera,馬德拉
5904,Indonesia,South Sulawesi,Pinrang,平朗
5905,-,-,-,
5906,Indonesia,East Nusa Tenggara,Soru,Not Found
5907,Indonesia,East Nusa Tenggara,Marokota,Not Found
5908,Indonesia,East Nusa Tenggara,Wee Luri,Not Found
5909,Indonesia,East Nusa Tenggara,Tena Teke,Not Found
5910,Indonesia,East Nusa Tenggara,Laihawu,Not Found
5911,-,-,-,
5912,Indonesia,East Nusa Tenggara,Tatung,Not Found
5913,-,-,-,
5914,Indonesia,East Nusa Tenggara,Mondu Lambi,Not Found
5915,Indonesia,East Nusa Tenggara,Dikira,Not Found
5916,-,-,-,
5917,Morocco,-,-,
5918,-,-,-,
5919,-,-,-,
5920,-,-,-,
5921,Kuwait,-,-,
5922,Indonesia,South Sulawesi,Palopo,帕洛波(巴老保)
5923,Colombia,Santander,Bucaramanga,布卡拉曼加
5924,Canada,British Columbia,Merritt,Not Found
5925,-,-,-,
5926,Comoros,Anjouan,Mutsamudu,木查木杜
5927,Uruguay,Canelones,Barros Blancos,Not Found
5928,United States of America,California,Murrieta,Not Found
5929,-,-,-,
5930,United States of America,Texas,San Marcos,聖馬可斯
5931,Japan,Okayama Prefecture,Takahashi,高梁
5932,Canada,New Brunswick,Campbellton,坎貝爾頓
5933,Indonesia,-,-,
5934,Indonesia,East Java,Jombatan,Not Found
5935,Romania,Bacău,Bacău,巴考
5936,Japan,Okayama Prefecture,Sōja,總社
5937,Japan,Okayama Prefecture,Asakuchi,Not Found
5938,Japan,Hiroshima,Fuchū,府中
5939,India,Bihar,Katihar,卡提哈
5940,-,-,-,
5941,-,-,-,
5942,-,-,-,
5943,Uruguay,Florida,Florida,佛羅里達
5944,Brazil,Rio Grande do Sul,Bagé,巴熱
5945,United Kingdom,England,Brighton,布來頓
5946,-,-,-,
5947,-,-,-,
5948,Uruguay,Canelones,Pinamar,Not Found
5949,Philippines,Ilocos Sur,Gregorio Del Pilar,Not Found
5950,Dominican Republic,Dajabón,Partido,Not Found
5951,China,Zhejiang,Jiande,Not Found
5952,Morocco,-,-,
5953,United States of America,Arizona,Peoria,皮歐立亞
5954,-,-,-,
5955,-,-,-,
5956,India,Kerala,Kozhikode,科日可德(卡利刻特)
5957,Brazil,Minas Gerais,Juiz de Fora,如伊斯弗拉
5958,Albania,-,-,
5959,-,-,-,
5960,-,-,-,
5961,-,-,-,
5962,Peru,Piura,Paita,帕伊塔
5963,-,-,-,
5964,Mexico,Jalisco,Autlán de Navarro,Not Found
5965,Brazil,Paraná,Cascavel,卡斯卡維爾
5966,-,-,-,
5967,Denmark,Central Denmark Region,Horsens,荷森斯
5968,Canada,Ontario,New Liskeard,新利斯卡德
5969,Canada,Ontario,Haileybury,海利柏立
5970,Afghanistan,Nangarhar,Rodat,Not Found
5971,Finland,-,-,
5972,Uruguay,Treinta y Tres,Treinta y Tres,特蘭泰翠斯(三十三人城)
5973,Côte d'Ivoire,Bas-Sassandra,Grand-Zattry,Not Found
5974,South Africa,Free State,Thaba Nchu,Not Found
5975,-,-,-,
5976,Russian Federation,Kirov Oblast,Kirovo-Chepetsk,基羅伏車佩次克
5977,Bhutan,Thimphu District,Thimphu,辛布
5978,Uruguay,Canelones,San Ramón,聖拉蒙
5979,Guatemala,Guatemala,Villa De Mixco,Not Found
5980,Switzerland,Zurich,Winterthur,文特圖爾
5981,Uruguay,Colonia,Colonia del Sacramento,Not Found
5982,-,-,-,
5983,-,-,-,
5984,Mexico,Jalisco,San Miguel el Alto,Not Found
5985,Mexico,Jalisco,San Julián,聖胡良
5986,Mexico,Jalisco,Acatic,Not Found
5987,Indonesia,Special Region of Yogyakarta,Yogyakarta,日惹
5988,-,-,-,
5989,India,Gujarat,Rajkot,拉治科特
5990,-,-,-,
5991,Cuba,Villa Clara,Ranchuelo,Not Found
5992,Ethiopia,Southern Nations,Awassa,Not Found
5993,Thailand,Nakhon Ratchasima Province,Nakhon Ratchasima,柯叻府(那空拉查西馬府)
5994,India,Punjab,Bathinda,巴廷達
5995,Venezuela,Estado Anzoátegui,Lechería,Not Found
5996,Somalia,Sool,Las Anod,拉斯阿諾德
5997,Somalia,Togdheer,Burco,伯科
5998,-,-,-,
5999,-,-,-,
6000,Somalia,Awdal,Borama,Not Found
6001,-,-,-,
6002,Somalia,Gedo,Garbahaarey,Not Found
6003,India,Rajasthan,Bikaner,畢卡納
6004,Indonesia,West Nusa Tenggara,Bima,比馬
6005,-,-,-,
6006,Afghanistan,Nangarhar,Khogyani,Not Found
6007,-,-,-,
6008,Iraq,Erbil,Soran,Not Found
6009,-,-,-,
6010,China,Guangdong,Dongguan,Not Found
6011,Ireland,-,-,
6012,Canada,British Columbia,Courtenay,古赫特內
6013,Russian Federation,Orenburg Oblast,Orsk,奧斯克
6014,United Kingdom,Northern Ireland,Belfast,伯發斯特
6015,-,-,-,
6016,-,-,-,
6017,Japan,Ibaraki,Furukawa,古川
6018,Mozambique,Manica,Manica,馬尼卡[鎮 ]
6019,Ireland,-,-,
6020,Mozambique,Sofala,Muchungue,Not Found
6021,-,-,-,
6022,-,-,-,
6023,-,-,-,
6024,-,-,-,
6025,Indonesia,East Nusa Tenggara,Mondu,Not Found
6026,Indonesia,East Nusa Tenggara,Napu,Not Found
6027,Indonesia,East Nusa Tenggara,Mamboro,Not Found
6028,Japan,Ibaraki,Joso,Not Found
6029,Indonesia,East Nusa Tenggara,Kaliuda,Not Found
6030,Indonesia,East Nusa Tenggara,Wahang,Not Found
6031,Indonesia,East Nusa Tenggara,Praihambuli,Not Found
6032,Indonesia,East Nusa Tenggara,Tarimbang,Not Found
6033,Indonesia,East Nusa Tenggara,Wairasa,Not Found
6034,Indonesia,East Nusa Tenggara,Melolo,Not Found
6035,Indonesia,East Nusa Tenggara,Tawui,Not Found
6036,Indonesia,East Nusa Tenggara,Maderi,Not Found
6037,Indonesia,East Nusa Tenggara,Lalindi,Not Found
6038,Indonesia,East Nusa Tenggara,Malata,Not Found
6039,Indonesia,East Nusa Tenggara,Ngonggi,Not Found
6040,Indonesia,East Nusa Tenggara,Taramanu,Not Found
6041,Indonesia,East Nusa Tenggara,Rua,魯亞
6042,Indonesia,East Nusa Tenggara,Lailunggi,Not Found
6043,Indonesia,Kepulauan Bangka Belitung,Pangkalpinang,濱港(邦加檳榔)
6044,Indonesia,East Nusa Tenggara,Bondokodi,朋多科迪
6045,Indonesia,East Nusa Tenggara,Kodi,Not Found
6046,Indonesia,East Nusa Tenggara,Lokory,Not Found
6047,Indonesia,East Nusa Tenggara,Kallala,Not Found
6048,-,-,-,
6049,Indonesia,East Nusa Tenggara,Maloba,Not Found
6050,Indonesia,East Nusa Tenggara,Waikabubak,Not Found
6051,Indonesia,East Nusa Tenggara,Wee Tobula,Not Found
6052,Indonesia,East Nusa Tenggara,Waikelo,Not Found
6053,Indonesia,East Nusa Tenggara,Manoekangga,Not Found
6054,Indonesia,East Nusa Tenggara,Katundu,Not Found
6055,Indonesia,East Nusa Tenggara,Lenang,Not Found
6056,Indonesia,East Nusa Tenggara,Manggudu,Not Found
6057,Indonesia,East Nusa Tenggara,Waingapu,瓦英亞浦
6058,Indonesia,East Nusa Tenggara,Kananggar,Not Found
6059,Indonesia,East Nusa Tenggara,Praingkareha,Not Found
6060,Indonesia,East Nusa Tenggara,Dameka,Not Found
6061,Indonesia,East Nusa Tenggara,Waimanu,威馬奴灣
6062,Indonesia,East Nusa Tenggara,Katewela,Not Found
6063,Indonesia,East Nusa Tenggara,Tambolaka,Not Found
6064,Indonesia,East Nusa Tenggara,Gaura,Not Found
6065,Indonesia,East Nusa Tenggara,Mburukulu,Not Found
6066,Indonesia,East Nusa Tenggara,Kabaru,Not Found
6067,Indonesia,East Nusa Tenggara,Hanggaroru,Not Found
6068,Indonesia,East Nusa Tenggara,Heikatapu,Not Found
6069,Indonesia,East Nusa Tenggara,Lingulango,Not Found
6070,Indonesia,East Nusa Tenggara,Lahara,Not Found
6071,Indonesia,East Nusa Tenggara,Konda,康達河
6072,-,-,-,
6073,Indonesia,East Nusa Tenggara,Waikelo Sawah,Not Found
6074,Indonesia,East Nusa Tenggara,Elopada,Not Found
6075,Indonesia,East Nusa Tenggara,Kabunduk,Not Found
6076,Indonesia,East Nusa Tenggara,Gallubakul,Not Found
6077,Indonesia,East Nusa Tenggara,Panenggoede,Not Found
6078,-,-,-,
6079,-,-,-,
6080,-,-,-,
6081,Indonesia,East Nusa Tenggara,Mareda Kalada,Not Found
6082,Indonesia,East Nusa Tenggara,Lambo,Not Found
6083,Indonesia,East Nusa Tenggara,Kangeli,Not Found
6084,Indonesia,East Nusa Tenggara,Wanga,Not Found
6085,Indonesia,East Nusa Tenggara,Tanarara,Not Found
6086,Philippines,Benguet,Baguio,碧瑤
6087,Indonesia,East Nusa Tenggara,Lewa,Not Found
6088,Indonesia,East Nusa Tenggara,Rambangaru,Not Found
6089,Indonesia,East Nusa Tenggara,Waihura,Not Found
6090,Brazil,Bahia,Porto Seguro,瑟固羅港
6091,Indonesia,East Nusa Tenggara,Kadenga,Not Found
6092,Indonesia,East Nusa Tenggara,Kabukarudi,Not Found
6093,-,-,-,
6094,Iraq,Dohuk,Semel,Not Found
6095,Paraguay,Central,Luque,盧奎
6096,Japan,Tokyo,Shibuya,Not Found
6097,Canada,British Columbia,Kamloops,坎路普斯
6098,Philippines,Negros Oriental,Canlaon CIty,Not Found
6099,Japan,Tokyo,Tachikawa,立川
6100,Japan,Tokyo,Ome,Not Found
6101,Afghanistan,Nangarhar,Bati Kot,Not Found
6102,-,-,-,
6103,-,-,-,
6104,Afghanistan,Nangarhar,Dih Bala,Not Found
6105,Belgium,Flanders,Leuven,盧凡(魯汶)
6106,-,-,-,
6107,Kazakhstan,North Kazakhstan,Petropavlovsk,彼得帕夫洛夫斯克
6108,Russian Federation,Бурятия,Ulan-Ude,Not Found
6109,Philippines,Negros Occidental,Cadiz City,Not Found
6110,-,-,-,
6111,-,-,-,
6112,United Kingdom,Northern Ireland,Lisburn,利斯伯恩
6113,Canada,Manitoba,Thompson,湯普生堡
6114,-,-,-,
6115,Kazakhstan,South Kazakhstan Province,Shymkent,Not Found
6116,Croatia,-,-,
6117,Spain,Valencian Community,Orihuela,奧里威拉
6118,-,-,-,
6119,-,-,-,
6120,-,-,-,
6121,Canada,Alberta,Delia,Not Found
6122,Israel,Haifa District,Hadera,哈德拉
6123,Japan,Okayama Prefecture,Tamano,玉野
6124,Iran,Isfahan,Najaf Abad,Not Found
6125,Iran,Isfahan,Shahreza,沙赫雷札
6126,Iran,Yazd,Yazd,雅茲德
6127,Iran,Gilan,Rasht,拉什特(雷士特)
6128,Tanzania,Iringa,Iringa,伊林加
6129,Russian Federation,Tula Oblast,Uzlovaya,Not Found
6130,Afghanistan,Nangarhar,Bih Sud,Not Found
6131,Afghanistan,Nangarhar,Kuz Kunar,Not Found
6132,Afghanistan,Nangarhar,Kama,卡馬河
6133,Afghanistan,Nangarhar,Goshta,Not Found
6134,Malta,Malta,Valletta,法勒他
6135,Afghanistan,Nangarhar,Nazyan,Not Found
6136,Afghanistan,Nangarhar,Chaparhar,Not Found
6137,United States of America,Alaska,Sitka,夕卡
6138,Poland,Silesian Voivodeship,Dąbrowa Górnicza,洞布羅瓦古尼恰
6139,-,-,-,
6140,-,-,-,
6141,Afghanistan,Nangarhar,Kot,阿迪科
6142,Afghanistan,Nangarhar,Lal Pur,Not Found
6143,India,Madhya Pradesh,Shivpuri,夕夫普里
6144,United States of America,Texas,Plano,普拉諾
6145,Japan,Tokyo,Musashimurayama,Not Found
6146,Japan,Tokyo,Akiruno,Not Found
6147,Japan,Tokyo,Fussa,福生
6148,Japan,Tokyo,Hamura,Not Found
6149,Japan,Ibaraki,Yuki,猶基
6150,Afghanistan,Nangarhar,Shinwar,Not Found
6151,Brazil,São Paulo,São José dos Campos,Not Found
6152,Chile,IX Región de la Araucanía,Temuco,特木科
6153,-,-,-,
6154,United States of America,New York,Rochester,洛契斯特
6155,Russian Federation,Chechnya,Grozny,Not Found
6156,-,-,-,
6157,Vietnam,Vinh Long province,Vĩnh Long,永隆
6158,-,-,-,
6159,Republic of Kosovo,-,-,
6160,Germany,Saarland,Saarbrücken,薩爾布呂肯
6161,Ukraine,Dnipropetrovsk Oblast,Krivoy Rog,Not Found
6162,-,-,-,
6163,China,Tibet Autonomous Region,Zhongba,Not Found
6164,Vietnam,Bac Kan province,Bắc Kạn,北
6165,Ghana,Central Region,Agona Swedru,Not Found
6166,India,Gujarat,Gandhidham,Not Found
6167,Afghanistan,Nangarhar,Dara-e-Nur,Not Found
6168,Afghanistan,Nangarhar,Mumand Dara,Not Found
6169,Afghanistan,Nangarhar,Shirzad,Not Found
6170,-,-,-,
6171,Australia,Queensland,Brisbane,布利斯班
6172,-,-,-,
6173,-,-,-,
6174,Serbia,Vojvodina,Subotica,蘇波提察
6175,Portugal,-,-,
6176,United States of America,Texas,Denton,丹頓
6177,Philippines,-,-,
6178,Japan,Wakayama Prefecture,Wakayama,和歌山
6179,Croatia,-,-,
6180,Venezuela,Estado Miranda,Los Teques,特奎斯
6181,Japan,Fukuoka Prefecture,Nogata,直方
6182,Japan,Fukuoka Prefecture,Kama,卡馬河
6183,Japan,Fukuoka Prefecture,Iizuka,飯塚
6184,Cuba,Ciego de Ávila,Majagua,馬哈瓜灣
6185,-,-,-,
6186,Algeria,Mascara,Mascara,馬斯卡拉
6187,Japan,Fukuoka Prefecture,Asakura,Not Found
6188,United States of America,California,Eastvale,Not Found
6189,United States of America,California,Jurupa Valley,Not Found
6190,Germany,Free State of Bavaria,Augsburg,奧格斯堡
6191,United States of America,New York,Plattsburgh,Not Found
6192,Japan,Fukuoka Prefecture,Ogōri,小郡
6193,Guinea-Bissau,Oio,Mansôa,Not Found
6194,-,-,-,
6195,-,-,-,
6196,Libya,Wadi al Shatii,Al Mahruqah المحروقه,Not Found
6197,Libya,Jabal al Gharbi,Gharyan,加里安
6198,-,-,-,
6199,Libya,Wadi al Shatii,الزويه AZWAIYA,Not Found
6200,Libya,Derna,Zawiyat Bisharah ابشاره,Not Found
6201,-,-,-,
6202,-,-,-,
6203,Germany,Free State of Bavaria,Nuremberg,紐倫堡
6204,Canada,British Columbia,Armstrong,阿母斯壯
6205,Tajikistan,Khatlon Province,Shahrtuz,Not Found
6206,Canada,British Columbia,Enderby,恩德比地
6207,-,-,-,
6208,-,-,-,
6209,-,-,-,
6210,-,-,-,
6211,Germany,North Rhine-Westphalia,Mülheim,謬爾海姆
6212,-,-,-,
6213,Ethiopia,Oromia,Agaro,阿加洛
6214,-,-,-,
6215,Ethiopia,Southern Nations,Awurada,Not Found
6216,Ethiopia,Southern Nations,Bita Genet,Not Found
6217,Ethiopia,Southern Nations,Daka,Not Found
6218,Ethiopia,Southern Nations,Del,德爾波尼塔
6219,-,-,-,
6220,Ethiopia,Southern Nations,Kaka,Not Found
6221,Ethiopia,Southern Nations,Konda,康達河
6222,Ethiopia,Southern Nations,Oda,奧達
6223,-,-,-,
6224,Ethiopia,Southern Nations,Ufa,烏法
6225,-,-,-,
6226,-,-,-,
6227,-,-,-,
6228,-,-,-,
6229,-,-,-,
6230,-,-,-,
6231,-,-,-,
6232,-,-,-,
6233,-,-,-,
6234,-,-,-,
6235,-,-,-,
6236,-,-,-,
6237,-,-,-,
6238,-,-,-,
6239,-,-,-,
6240,-,-,-,
6241,Ethiopia,Southern Nations,Wacha,Not Found
6242,-,-,-,
6243,Germany,Hesse,Kassel,卡瑟爾
6244,Croatia,-,-,
6245,Greece,-,-,
6246,Colombia,Santander,Lebrija,雷布里哈
6247,Japan,Fukuoka Prefecture,Yukuhashi,行橋
6248,Czech Republic,-,-,
6249,Uruguay,Canelones,Salinas,沙利納斯
6250,Uruguay,Canelones,Marindia,Not Found
6251,United Kingdom,England,Salisbury,索茲斯柏立
6252,Czech Republic,-,-,
6253,Czech Republic,-,-,
6254,-,-,-,
6255,-,-,-,
6256,Croatia,-,-,
6257,Japan,Hiroshima,Hiroshima,廣島
6258,United Kingdom,England,Ely,伊里
6259,Sweden,Hallands län,Halmstad,哈母斯塔
6260,Japan,Okayama Prefecture,Bizen,備前
6261,Japan,Okayama Prefecture,Setouchi,Not Found
6262,-,-,-,
6263,Iran,Golestan,Gonbad-e Qabus,Not Found
6264,Côte d'Ivoire,Haut-Sassandra,Daloa,達洛亞
6265,Côte d'Ivoire,Montagnes,Man,曼城
6266,Iraq,Diyala,Kani Krmanj,Not Found
6267,Czech Republic,-,-,
6268,Japan,Yamanashi,Uenohara,上野原
6269,Argentina,Santa Fe,Rafaela,拉法厄拉
6270,India,Andhra Pradesh,Nellore,內羅爾
6271,Czech Republic,-,-,
6272,Czech Republic,-,-,
6273,Venezuela,Estado Aragua,San Sebastián,聖塞巴斯提安
6274,Sweden,Blekinge län,Karlskrona,卡爾斯克羅納
6275,-,-,-,
6276,Japan,Yamanashi,Otsuki,大月
6277,Côte d'Ivoire,Savanes,Ouangolodougou,Not Found
6278,Côte d'Ivoire,Savanes,Korhogo,科賀戈
6279,India,Maharashtra,Kalyan-Dombivili,Not Found
6280,-,-,-,
6281,India,Maharashtra,Vasai-Virar,Not Found
6282,India,Chhattisgarh,Durg,杜格
6283,Czech Republic,-,-,
6284,Czech Republic,-,-,
6285,China,Gansu,Jiuquan,Not Found
6286,Czech Republic,Prague,Prague,布拉格
6287,Germany,Free State of Bavaria,Fürth,福爾特
6288,-,-,-,
6289,-,-,-,
6290,-,-,-,
6291,Sweden,Kalmar län,Kalmar,卡爾馬
6292,-,-,-,
6293,Mexico,Coahuila,Matamoros,馬塔莫羅斯
6294,Japan,Yamanashi,Tsuru,都留
6295,Canada,Ontario,St Thomas,聖湯母斯
6296,United Kingdom,England,Winchester,文契斯特
6297,Indonesia,Central Sulawesi,Ampana,安帕納
6298,-,-,-,
6299,United States of America,New York,Fort Drum,Not Found
6300,-,-,-,
6301,-,-,-,
6302,Germany,North Rhine-Westphalia,Oberhausen,奧柏豪森
6303,Georgia,Tbilisi,Tbilisi,提比里西(提弗利司)
6304,-,-,-,
6305,United States of America,California,Santa Cruz,聖克魯茲
6306,-,-,-,
6307,Argentina,Chaco,Resistencia,雷夕斯騰西亞
6308,-,-,-,
6309,-,-,-,
6310,Japan,Shizuoka,Gotemba,Not Found
6311,Japan,Tokyo,Koganei,小金井
6312,-,-,-,
6313,Thailand,Bangkok,Bangkok,曼谷
6314,Germany,Brandenburg,Cottbus,科特布斯
6315,-,-,-,
6316,Belgium,Brussels-Capital,Brussels,布魯塞爾
6317,United States of America,Hawaii,Orchidlands Estates,Not Found
6318,Egypt,Sohag Governorate,Sohag,蘇哈杰
6319,-,-,-,
6320,Belgium,Flanders,Mechelen,馬連（麥赫連）
6321,Finland,-,-,
6322,Australia,Northern Territory,Darwin,達爾文
6323,-,-,-,
6324,Russian Federation,Amur Oblast,Blagoveshchensk,海蘭泡
